Exercise Number,Question Text,Chapter_name
Exercise 15.19,"Assume that each of the classes from page 612 and page 613 has a member function of the form: void memfcn(Base &b) {b = *this; } For each class, determine whether this function would be legal.",Object-Oriented Programming
Exercise 15.20,Write code to test your answers to the previous two exercises.,Object-Oriented Programming
Exercise 15.21,"Choose one of the following general abstractions containing a family. of types (or choose one of your own). Organize the types into an inheritance hierarchy:. (a) Graphical file formats (such as gif, tiff, jpeg, bmp) (b) Geometric primitives (such as box, circle, sphere, cone) (c) C++ language types (such as class, function, member function)",Object-Oriented Programming
Exercise 15.22,"For the class you chose in the previous exercise, identify some of the. likely virtual functions as well as public and protected members.",Object-Oriented Programming
Exercise 15.23,"Assuming class D1 on page 620 had intended to override its inherited f cn function, how would you fix that class? Assuming you fixed the class so that f cn . matched the definition in Base, how would the calls in that section be resolved?",Object-Oriented Programming
Exercise 15.24,"What kinds of classes need a virtual destructor? What operations must a virtual destructor perform? 15.7.2Synthesized Copy Control and Inheritance The synthesized copy-control members in a base or a derived class execute like any other synthesized constructor, assignment operator, or destructor: They mem- berwise initialize, assign, or destroy the members of the class itself. In addition these synthesized members initialize, assign, or destroy the direct base part of an object by using the corresponding operation from the base class. For example,. . The synthesized Bulk quote default constructor runs the Disc Quote de fault constructor, which in turn runs the Quote default constructor. . The Quote default constructor default initializes the bookNo member to the empty string and uses the in-class initializer to initialize pri ce to zero.. . When the Quote constructor finishes, the Disc Quote constructor contin- ues, which uses the in-class initializers to initialize qty and di scount. . When the Disc quote constructor finishes, the Bulk quote constructor continues but has no other work to do. Similarly, the synthesized Bulk_quote copy constructor uses the (synthesized) Disc_quote copy constructor, which uses the (synthesized) Quote copy con- structor. The Quote copy constructor copies the bookNo and price members;. and the Disc_Quote copy constructor copies the qty and discount members. It is worth noting that it doesn't matter whether the base-class member is it self synthesized (as is the case in our Quote hierarchy) or has a an user-provided definition. All that matters is that the corresponding member is accessible ($ 15.5, p. 611) and that it is not a deleted function. Each of our Quote classes use the synthesized destructor. The derived classes do so implicitly, whereas the Quote class does so explicitly by defining its (virtual) destructor as = default. The synthesized destructor is (as usual) empty and its implicit destruction part destroys the members of the class (S 13.1.3, p. 501). In addition to destroying its own members, the destruction phase of a destructor in a derived class also destroys its direct base. That destructor in turn invokes the destructor for its own direct base, if any. And, so on up to the root of the hierarchy.",Object-Oriented Programming
Exercise 15.25,"Why did we define a default constructor for Disc_quote? What ef-. fect, if any, would removing that constructor have on the behavior of Bulk_quote? 15.7.3Derived-Class Copy-Control Members As we saw in S 15.2.2 (p.598), the initialization phase of a derived-class constructor initializes the base-class part(s) of a derived object as well as initializing its own members. As a result, the copy and move constructors for a derived class must. copy/move the members of its base part as well as the members in the derived Similarly, a derived-class assignment operator must assign the members in the base part of the derived object. Unlike the constructors and assignment operators, the destructor is responsible. only for destroying the resources allocated by the derived class. Recall that the members of an object are implicitly destroyed ($ 13.1.3, p. 502). Similarly, the base- class part of a derived object is destroyed automatically.",Object-Oriented Programming
Exercise 15.26,"Define the Quote and Bulk quote copy-control members to do the same job as the synthesized versions. Give them and the other constructors print state-. ments that identify which function is running. Write programs using these classes and predict what objects will be created and destroyed. Compare your predictions with the output and continue experimenting until your predictions are reliably correct. 15.7.4Inherited Constructors Under the new standard, a derived class can reuse the constructors defined by its direct base class. Although, as well see, such constructors are not inherited in the normal sense of that term, it is nonetheless common to refer to such constructors. as ""inherited."" For the same reasons that a class may initialize only its direct base class, a class may inherit constructors only from its direct base. A class cannot inherit the default, copy, and move constructors. If the derived class does not directly define these constructors, the compiler synthesizes them as usual. A derived class inherits its base-class constructors by providing a using dec- laration that names its (direct) base class. As an example, we can redefine our. Bu1k_quote class (S 15.4, p. 610) to inherit its constructors from Di sc_quote: class Bulk_quote : public Disc_quote { public: using Disc_quote::Disc_quote; // inherit Disc_quotes constructors double net_price(std::size_t) const; 1 { Ordinarily, a using declaration only makes a name visible in the current scope. When applied to a constructor, a using declaration causes the compiler to gen- erate code. The compiler generates a derived constructor corresponding to each constructor in the base. That is, for each constructor in the base class, the compiler generates a constructor in the derived class that has the same parameter list.",Object-Oriented Programming
Exercise 15.27,Redefine your Bulk_quot e class to inherit its constructors,Object-Oriented Programming
Exercise 15.28,Define a vector to hold Quote objects but put Bulk_quote objects into that vector. Compute the total net_pri ce of all the elements in the vector.,Object-Oriented Programming
Exercise 15.29,"Repeat your program, but this time store shared_ptrs to objects of type Quote. Explain any discrepancy in the sum generated by the this version and the previous program. If there is no discrepancy, explain why there isn't one 15.8.1 Writing a Basket Class One of the ironies of object-oriented programming in C++ is that we cannot use ob- jects directly to support it. Instead, we must use pointers and references. Because. pointers impose complexity on our programs, we often define auxiliary classes to. help manage that complexity. Well start by defining a class to represent a basket: class Basket { public: I /Baske t uses synthesized default constructor and copy-control members. void add_item(const std::shared ptr<Quote> &sale). {items.insert(sale); } I / prints the total price for each book and the overall total for all items in the basket double total_receipt(std::ostream&) const; private: // function to compare shared_ptrs needed by the mul tiset member. static bool compare(const std::shared ptr<Quote> &lhs, const std::shared_ptr<Quote> &rhs) {return lhs->isbn() < rhs->isbn();} / /mul ti set to hold multiple quotes, ordered by the compare member std::multiset<std::shared_ptr<Quote>, decltype (compare) *> items{compare}; } ; Our class uses a multiset (S 11.2.1, p. 423) to hold the transactions, so that we can store multiple transactions for the same book, and so that all the transactions. for a given book will be kept together (S 11.2.2, p. 424). The elements in our mu1tiset are shared_ptrs and there is no less-than op erator for shared ptr. As a result, we must provide our own comparison oper- ation to order the elements (S 11.2.2, p. 425). Here, we define a private static member, named compare, that compares the isbns of the objects to which the shared ptrs point. We initialize our multiset to use this comparison function through an in-class initializer ($ 7.3.1, p. 274):",Object-Oriented Programming
Exercise 15.30,"Write your own version of the Basket class and use it to compute prices for the same transactions as you used in the previous exercises. 15.9Text Oueries Revisited As a final example of inheritance, well extend our text-query application from S 12.3 (p. 484). The classes we wrote in that section let us look for occurrences of a",Object-Oriented Programming
Exercise 15.31,"Given that s1, s2, s3, and s4 are all strings, determine what objects. are created in the following expressions: aQuerys1Querys2&~Querys3; bQuerysl Querys2&~Querys3; cQuerys1&Querys2|Querys3&Querys4; 15.9.2  The Query base and Query Classes We'll start our implementation by defining the Query base class: J Iabstract class acts as a base class for concrete query types; all members are pri vate class Query_base friend class Query; protected: using line no = TextQuery::line no; // used in the eval functions virtual ~Query_base() = default; private: // eva1 returns the QueryResu1 t that matches this Query. virtual QueryResult eval(const TextQuery&) const = 0; // repis a string representation of the query. virtual std::string rep() const = 0; 1{ Both eval and rep are pure virtual functions, which makes Query base an ab stract base class (S 15.4, p. 610). Because we dont intend users, or the derived classes, to use Query_base directly, Query_base has no public members. All use of Query base will be through Query objects. We grant friendship to the. Query class, because members of Query will call the virtuals in Query base. The protected member, line_no, will be used inside the eval functions.. Similarly, the destructor is protected because it is used (implicitly) by the de-. structors in the derived classes",Object-Oriented Programming
Exercise 15.32,"What happens when an object of type Query is copied, moved, as- signed, and destroyed?",Object-Oriented Programming
Exercise 15.33,What about objects of type Query_base?,Object-Oriented Programming
Exercise 15.34,For the expression built in Figure 15.3 (p. 638) (a) List the constructors executed in processing that expression. (b) List the calls to rep that are made from cout << q. (c) List the calls to eval made from q. eval ().,Object-Oriented Programming
Exercise 15.35,"Implement the Query and Query_base classes, including a defini- tion of rep but omitting the definition of eval.",Object-Oriented Programming
Exercise 15.36,Put print statements in the constructors and rep members and run. your code to check your answers to (a) and (b) from the first exercise.,Object-Oriented Programming
Exercise 15.37,What changes would your classes need if the derived classes had members of type shared_ptr<Query_base> rather than of type Query?,Object-Oriented Programming
Exercise 15.38,"Are the following declarations legal? If not, why not? If so, explain what the declarations mean. BinaryQuery a = Query(""fiery"") & Query(""bird""); OrQuery c = Query(""fiery"") & Query(""bird""); 15.9.4The eva1 Functions The eva1 functions are the heart of our query system. Each of these functions calls eva1 on its operand(s) and then applies its own logic: The OrQuery eva1 oper- ation returns the union of the results of its two operands; AndQuery returns the intersection. The NotQuery is more complicated: It must return the line numbers that are not in its operand's set. To support the processing in the eva1 functions, we need to use the version of QueryResu1t that defines the members we added in the exercises to $ 12.3.2 (p. 490). Well assume that QueryResu1t has begin and end members that will let us iterate through the set of line numbers that the QueryResult holds. We'll also assume that QueryResult has a member named get file that returns a. shared_pt r to the underlying file on which the query was executed. Our Query classes use members defined for QueryResu1t in the exer- WARNING cises to $ 12.3.2 (p. 490) OrQuery::eval An OrQuery represents the union of the results for its two operands, which we obtain by calling eva1 on each of its operands. Because these operands are Query objects, calling eval is a call to Query: : eval, which in turn makes a virtual call to eva1 on the underlying Query_base object. Each of these calls yields a QueryResu1t representing the line numbers in which its operand appears. We'll combine those line numbers into a new set:.",Object-Oriented Programming
Exercise 15.39,Implement the Query and Query_base classes. Test your application. by evaluating and printing a query such as the one in Figure 15.3 (p. 638),Object-Oriented Programming
Exercise 15.40,In the OrQuery eva1 function what would happen if its rhs member returned an empty set? What if its 1hs member did so? What if both rhs and 1hs. returned empty sets?,Object-Oriented Programming
Exercise 15.41,Reimplement your classes to use built-in pointers to Query_base rather than shared_ptrs. Remember that your classes will no longer be able to use the synthesized copy-control members.,Object-Oriented Programming
Exercise 15.42,"Design and implement one of the following enhancements: (a) Print words only once per sentence rather than once per line. (b) Introduce a history system in which the user can refer to a previous query by number, possibly adding to it or combining it with another. (c) Allow the user to limit the results so that only matches in a given range of lines are displayed.",Object-Oriented Programming
Exercise 16.1,Define instantiation.,Templates
Exercise 16.2,Write and test your own versions of the compare functions.,Templates
Exercise 16.3,Call your compare function on two Sales_data objects to see how your compiler handles errors during instantiation.,Templates
Exercise 16.4,"Write a template that acts like the library f ind algorithm. The func- tion will need two template type parameters, one to represent the function's iterator parameters and the other for the type of the value. Use your function to find a given value in a vector<int> and in a list<string>.",Templates
Exercise 16.5,Write a template version of the print function from $ 6.2.4 (p. 217) that takes a reference to an array and can handle arrays of any size and any element type.,Templates
Exercise 16.6,How do you think the library begin and end functions that take an array argument work? Define your own versions of these functions.,Templates
Exercise 16.7,Write a constexpr template that returns the size of a given array,Templates
Exercise 16.8,"In the Key Concept box on page 108, we noted that as a matter of habit C++ programmers prefer using ! = to using <. Explain the rationale for this habit. 16.1.2Class Templates A class template is a blueprint for generating classes. Class templates differ from function templates in that the compiler cannot deduce the template parameter type(s) for a class template. Instead, as we've seen many times, to use a class template we must supply additional information inside angle brackets following",Templates
Exercise 16.9,What is a function template? What is a class template?,Templates
Exercise 16.10,What happens when a class template is instantiated?,Templates
Exercise 16.11,"The following definition of Li st is incorrect. How would you fix it? template <typename elemType> class ListItem; template <typename elemType> class List { public: List<elemType>() ; List<elemType> (const List<elemType> &); List<elemType>& operator= (const List<elemType> &) ; ~List(); void insert (ListItem +ptr, elemType value) ; private: ListItem +front, *end; {",Templates
Exercise 16.12,Write your own version of the B1ob and B1obPtr templates. includ. ing the various const members that were not shown in the text.,Templates
Exercise 16.13,Explain which kind of friendship you chose for the equality and rela. tional operators for BlobPtr.,Templates
Exercise 16.14,Write a Screen class template that uses nontype parameters to define the height and width of the Screen..,Templates
Exercise 16.15,"Implement input and output operators for your Screen template. Which, if any, friends are necessary in class Screen to make the input and output. operators work? Explain why each friend declaration, if any, was needed..",Templates
Exercise 16.16,"Rewrite the StrVec class ($ 13.5, p. 526) as a template named Vec 16.1.3 Template Parameters Like the names of function parameters, a template parameter name has no intrinsic meaning. We ordinarily name type parameters T, but we can use any name: template <typename Foo> Foo calc(const Foo& a, const Foo& b). Foo tmp = a; / / tmp has the same type as the parameters and return type //... return tmp;/ /return type and parameters have the same type Template Parameters and Scope Template parameters follow normal scoping rules. The name of a template pa- rameter can be used after it has been declared and until the end of the template declaration or definition. As with any other name, a template parameter hides any",Templates
Exercise 16.17,"What, if any, are the differences between a type parameter that is de- clared as a typename and one that is declared as a class? When must typename be used?",Templates
Exercise 16.18,"Explain each of the following function template declarations and iden- tify whether any are illegal. Correct each error that you find.. (a) template <typename T, U, typename V> void f1(T, U, V); (b) template <typename T> T f2(int &T); (c) inline template <typename T> T foo(T, unsigned int+); (d) template <typename T> f4 (T, T); (e) typedef char Ctype; template <typename Ctype> Ctype f5(Ctype a);",Templates
Exercise 16.19,Write a function that takes a reference to a container and prints the elements in that container. Use the container's size_type and size members to control the loop that prints the elements.,Templates
Exercise 16.20,"Rewrite the function from the previous exercise to use iterators re- turned from begin and end to control the loop, 16.1.4Member Templates A class-either an ordinary class or a class templatemay have a member func- tion that is itself a template. Such members are referred to as member templates. Member templates may not be virtual. Member Templates of Ordianary (Nontemplate) Classes As an example of an ordinary class that has a member template, well define a class that is similar to the default deleter type used by unique ptr (S 12.1.5, p. 471). Like the default deleter, our class will have an overloaded function-call operator (S 14.8, p. 571) that will take a pointer and execute de1ete on the given pointer. Unlike the default deleter, our class will also print a message whenever the deleter is executed. Because we want to use our deleter with any type, well make the call operator a template: / /function-object class that calls de1 ete on a given pointer class DebugDelete { public: DebugDelete(std::ostream &s = std::cerr): os(s) { } 1 / as with any function template, the type of T is deduced by the compiler template <typename T> void operator() (T *p) const {os << ""deleting unique_ptr"" << std::endl; delete p; } private: std::ostream &os; } ;",Templates
Exercise 16.21,Write your own version of DebugDe1ete..,Templates
Exercise 16.22,"Revise your TextQuery programs from $ 12.3 (p.484) so that the shared_ptr members use a DebugDelete as their deleter ($ 12.1.4, p. 468).",Templates
Exercise 16.23,"Predict when the call operator will be executed in your main query program. If your expectations and what happens differ, be sure you understand why",Templates
Exercise 16.24,"Add a constructor that takes two iterators to your B1ob template. 16.1.5 Controlling Instantiations The fact that instantiations are generated when a template is used ($ 16.1.1, p. 656) means that the same instantiation may appear in multiple object files. When two or more separately compiled source files use the same template with the same template arguments, there is an instantiation of that template in each of those files In large systems, the overhead of instantiating the same template in multiple files can become significant. Under the new standard, we can avoid this overhead C++ through an explicit instantiation. An explicit instantiation has the form. extern template declaration; //instantiation declaration template declaration; //instantiation definition where declaration is a class or function declaration in which all the template param eters are replaced by the template arguments. For example, instantion declaration and definition extern template class Blob<string>; declaration template int compare(const int&, const int&); // definition When the compiler sees an ext ern template declaration, it will not generate code for that instantiation in that file. Declaring an instantiation as extern is a promise that there will be a nonextern use of that instantiation elsewhere in the program. There may be several ext ern declarations for a given instantiation but there must be exactly one definition for that instantiation. Because the compiler automatically instantiates a template when we use it, the ext ern declaration must appear before any code that uses that instantiation:. // Application.cc I/ these template types must be instantiated elsewhere in the program extern template class Blob<string>; extern template int compare(const int&, const int&); Blob<string> sal, sa2; // instantiation will appear elsewhere // Blob<int>and its initializer_list constructor instantiated in this file Blob<int>a1 ={0,1,2,3,4,5,6,7,8,9}; Blob<int> a2 (a1) ;  // copy constructor instantiated in this file int i = compare (a1 [0], a2 [0]) ; // instantiation will appear elsewhere",Templates
Exercise 16.25,Explain the meaning of these declarations: extern template class vector<string>; template class vector<Sales_data>;,Templates
Exercise 16.26,"Assuming NoDe f au1 t is a class that does not have a default construc- tor, can we explicitly instantiate vector<NoDe f ault >? If not, why not?",Templates
Exercise 16.27,"For each labeled statement explain what, if any, instantiations happen If a template is instantiated, explain why; if not, explain why not. template <typename T> class Stack {}; void f1(Stack<char>); //a class Exercise { Stack<double> &rsd; //b) Stack<int> si; //c) }; int main(){ Stack<char> *sc; //(d) f1(*Sc); //(e) int iObj = sizeof(Stack< string >); // f) The difference in how the deleter is handled is incidental to the functionality may have important performance impacts. Binding the Deleter at Run Time Although we don't know how the library types are implemented, we can infer that. shared ptr must access its deleter indirectly. That is the deleter must be stored as a pointer or as a class (such as funct ion ($ 14.8.3, p. 577)) that encapsulates a pointer. We can be certain that shared ptr does not hold the deleter as a direct mem ber, because the type of the deleter isnt known until run time. Indeed, we can change the type of the deleter in a given shared ptr during that shared ptr's. lifetime. We can construct a shared_ptr using a deleter of one type, and subse- quently use reset to give that same shared_ptr a different type of deleter. In general, we cannot have a member whose type changes at run time. Hence, the deleter must be stored indirectly.. To think about how the deleter must work, let's assume that shared ptr. stores the pointer it manages in a member named p, and that the deleter is ac-. cessed through a member named de1. The shared_ptr destructor must include a statement such as I/value of de1 known only at run time; call through a pointer del ? del (p) : delete p; // del (p) requires run-time jump to dels location",Templates
Exercise 16.28,Write your own versions of shared_ptr and unique_ptr.,Templates
Exercise 16.29,Revise your B1ob class to use your version of shared_ptr rather than the library version.,Templates
Exercise 16.30,"Rerun some of your programs to verify your shared_ptr and re- vised B1ob classes. (Note: Implementing the weak_ptr type is beyond the scope of this Primer, so you will not be able to use the B1obPt r class with your revised B1ob.)",Templates
Exercise 16.31,"Explain how the compiler might inline the call to the deleter if we used DebugDelete with unique_ptr.. 16.2 Template Argument Deduction We've seen that, by default, the compiler uses the arguments in a call to determine the template parameters for a function template. The process of determining the template arguments from the function arguments is known as template argument deduction. During template argument deduction, the compiler uses types of the arguments in the call to find the template arguments that generate a version of the function that best matches the given call..",Templates
Exercise 16.32,What happens during template argument deduction?,Templates
Exercise 16.33,Name two type conversions allowed on function arguments involved in template argument deduction.,Templates
Exercise 16.34,"Given only the following code, explain whether each of these calls is legal. If so, what is the type of T? If not, why not? template <class T> int compare(const T&, const T&); a)compare(""hi"",""world"");b) compare(""bye"",""dad"");",Templates
Exercise 16.35,"Which, if any, of the following calls are errors? If the call is legal, what is the type of T? If the call is not legal, what is the problem? template <typename T> T calc(T, int) ; template <typename T> T fcn(T, T); double d; float f; char c; acalcc,c;bcalcdf; cfcncc; dfcn(df;",Templates
Exercise 16.36,"What happens in the following calls template <typename T> f1(T, T); template <typename T1, typename T2) f2(T1, T2); inti=0j=42*pl =&i*p2=&j; const int *cpl = &i, *cp2 = &j; af1plp2; bf2plp2; c f1cplcp2; d f2cpl cp2;ef1p1cp1; (e f2(pl, cp1; 16.2.2 Function-Template Explicit Arguments In some situations, it is not possible for the compiler to deduce the types of the template arguments. In others, we want to allow the user to control the template",Templates
Exercise 16.37,"The library max function has two function parameters and returns the larger of its arguments. This function has one template type parameter. Could you call max passing it an int and a double? If so, how? If not, why not?.",Templates
Exercise 16.38,"When we call make_shared ($ 12.1.1, p. 451), we have to provide an explicit template argument. Explain why that argument is needed and how it is used.",Templates
Exercise 16.39,"Use an explicit template argument to make it sensible to pass two string literals to the original version of compare from $ 16.1.1 (p. 652) 16.2.3 Trailing Return Types and Type Transformation. Using an explicit template argument to represent a template function's return type works well when we want to let the user determine the return type. In other cases. requiring an explicit template argument imposes a burden on the user with no. compensating advantage. For example, we might want to write a function that takes a pair of iterators denoting a sequence and returns a reference to an element. in the sequence: template <typename It> ??? &fcn(It beg, It end) //process the range We dont know the exact type we want to return, but we do know that we want that type to be a reference to the element type of the sequence we're processing vector<int> vi ={1,2,3,4,5}; Blob<string> ca ={""hi"",""bye""}; auto &i = fcn(vi.begin), vi.end()); // fcn should return int&. auto &s = fcn(ca.begin(), ca.end()); // fcn should return string&",Templates
Exercise 16.40,"Is the following function legal? If not, why not? If it is legal, what, if any, are the restrictions on the argument type(s) that can be passed, and what is the return type? template <typename It> auto fcn3 (It beg, It end) -> decltype(*beg + 0) /process the range return +beg;//return a copy of an element from the range",Templates
Exercise 16.41,"Write a version of sum with a return type that is guaranteed to be large enough to hold the result of the addition. 16.2.4Function Pointers and Argument Deduction. When we initialize or assign a function pointer (S 6.7, p. 247) from a function tem- plate, the compiler uses the type of the pointer to deduce the template argument(s), As an example, assume we have a function pointer that points to a function returning an int that takes two parameters, each of which is a reference to a const int. We can use that pointer to point to an instantiation of compare: template <typename T> int compare(const T&, const T&); // pf1points to the instantiation int compare(const int&, const int&) int (*pf1) (const int&, const int&) = compare; The type of the parameters in pf 1 determines the type of the template argument for T. The template argument for T is int. The pointer pf1 points to the instan- tiation of compare with T bound to int. It is an error if the template arguments cannot be determined from the function pointer type: I /overloaded versions of func; each takes a different function pointer type void func(int(*) (const string&, const string&)); void func(int(*) (const int&, const int&)); func (compare) ; // error: which instantiation of compare? The problem is that by looking at the type of func's parameter, it is not possible to determine a unique type for the template argument. The call to func could instan- tiate the version of compare that takes ints or the version that takes strings. Because it is not possible to identify a unique instantiation for the argument to func, this call won't compile. We can disambiguate the call to func by using explicit template arguments: I /ok: explicitly specify which version of compare to instantiate func (compare<int>) ; // passing compare (const int&, const int&) This expression calls the version of func that takes a function pointer with two const int& parameters.",Templates
Exercise 16.42,Determine the type of T and of va1 in each of the following calls: template <typename T> void g(T&& val); int i = 0; const int ci = i; a gi; b gci; c gi * ci;,Templates
Exercise 16.43,"Using the function defined in the previous exercise, what would the template parameter of g be if we called g(i = ci) ?",Templates
Exercise 16.44,"Using the same three calls as in the first exercise, determine the types for T if gs function parameter is declared as T (not T& &). What if gs function parame- ter is const T&?",Templates
Exercise 16.45,"Given the following template, explain what happens if we call g on a literal value such as 42. What if we call g on a variable of type int? template <typename T> void g(T&& val) {vector<T> v; } 16.2.6Understanding std::move The library move function (S 13.6.1, p. 533) is a good illustration of a template that uses rvalue references. Fortunately, we can use move without understanding the template mechanisms that it uses. However, looking at how move works can help cement our general understanding, and use, of templates.. In S 13.6.2 (p. 534) we noted that although we cannot directly bind an rvalue reference to an lvalue, we can use move to obtain an rvalue reference bound to an Ivalue. Because move can take arguments of essentially any type, it should not be surprising that move is a function template. How std::move Is Defined The standard defines move as follows:. / /for the use of typename in the return type and the cast see $ 16.1.3 (p. 670) // remove_reference is covered in 16.2.3 (p. 684) template <typename T> typename remove_reference<T>::type&& move (T&& t) // static_cast covered in $4.11.3 (p.163) return static_cast<typename remove_reference<T>::type&&>(t); This code is short but subtle. First, move's function parameter, T&&, is an rvalue reference to a template parameter type. Through reference collapsing, this param- or an rvalue to move:. string sl(""hi!""),s2; s2 = std::move(string(""bye!""));// ok:moving froman roalue s2 = std: :move (s1) ; / / ok: but after the assigment s1 has indeterminate value",Templates
Exercise 16.46,"Explain this loop from StrVec : : rea11ocate in S 13.5 (p. 530): for size_ti = 0 i != size(); ++i) alloc.construct (dest++, std: :move (elem++)) ; 16.2.7 Forwarding Some functions need to forward one or more of their arguments with their types unchanged to another, forwarded-to, function. In such cases, we need to preserve. everything about the forwarded arguments, including whether or not the argu- ment type is const, and whether the argument is an lvalue or an rvalue. As an example, well write a function that takes a callable expression and two additional arguments. Our function will call the given callable with the other two arguments in reverse order. The following is a first cut at our flip function:. I 1template that takes a callable and two parameters and calls the given callable with the parameters flipped I /f1ip1 is an incomplete implementation: top-level const and references are lost template <typename F, typename T1, typename T2> void flipl(F f, T1 t1, T2 t2) { f(t2,t1); This template works fine until we want to use it to call a function that has a refer-. ence parameter: void f(int vl, int &v2) //note v2 is a reference cout <vl << << ++v2 < endl; { Here f changes the value of the argument bound to v2. However, if we call f through f1ip1, the changes made by f do not affect the original argument:. f(42i; // f changes its argument i flip1(f, j, 42);// f called through f1ip1 leaves j unchanged The problem is that j is passed to the t1 parameter in f 1ip1. That parameter has is a plain, nonreference type, int, not an int&. That is, the instantiation of this call to f1ip1 is",Templates
Exercise 16.47,"Write your own version of the flip function and test it by calling func- tions that have lvalue and rvalue reference parameters.d Function matching (S 6.4, p. 233) is affected by the presence of function tem- plates in the following ways:. . The candidate functions for a call include any function-template instantiation for which template argument deduction (S 16.2, p. 678) succeeds. The candidate function templates are always viable, because template argu- ment deduction will have eliminated any templates that are not viable.. As usual, the viable functions (template and nontemplate) are ranked by the conversions, if any, needed to make the call. Of course, the conversions used to call a function template are quite limited ($ 16.2.1, p. 679). Also as usual, if exactly one function provides a better match than any of the. others, that function is selected. However, if there are several functions that provide an equally good match, then:. - If there is only one nontemplate function in the set of equally good matches, the nontemplate function is called. If there are no nontemplate functions in the set, but there are multiple. function templates, and one of these templates is more specialized thar any of the others, the more specialized function template is called. Otherwise, the call is ambiguous. Correctly defining a set of overloaded function templates requires a good understanding of the relationship among types and of the re- WARNING stricted conversions applied to arguments in template functions. Writing Overloaded Templates As an example, we'll build a set of functions that might be useful during debug. ging. Well name our debugging functions debug_rep, each of which will return. a string representation of a given object. Well start by writing the most general version of this function as a template that takes a reference to a const object: I/print any type we don't otherwise handle. template <typename T> string debug rep(const T &t) ostringstream ret; // see8.3(p.321) ret << t; //uses Ts output operator to print a representation of t return ret.str();// return a copy ofthe string to which ret is bound",Templates
Exercise 16.48,Write your own versions of the debug_rep functions.,Templates
Exercise 16.49,"Explain what happens in each of the following calls: template <typename T> void f(T); template <typename T> void f(const T*); template <typename T> void g(T) ; template <typename T> void g(T*); int i =42, *p = &i; const int ci = 0, *p2 = &ci; g(42); d6 g(ci); gp2); f (42) ; fp); f(ci); fp2;",Templates
Exercise 16.50,"Define the functions from the previous exercise so that they print an identifying message. Run the code from that exercise. If the calls behave differently from what you expected, make sure you understand why. 16.4Variadic Templates A variadic template is a template function or class that can take a varying number of parameters. The varying parameters are known as a parameter pack. There are two kinds of parameter packs: A template parameter pack represents zero or",Templates
Exercise 16.51,Determine what sizeof... (Args) and sizeof... (rest) return for each call to foo in this section.,Templates
Exercise 16.52,"Write a program to check your answer to the previous question 16.4.1 Writing a Variadic Function Template function that can take a varying number of arguments. However, the arguments must have the same type (or types that are convertible to a common type). Vari- adic functions are used when we know neither the number nor the types of the arguments we want to process. As an example, well define a function like our earlier error_msg function, only this time well allow the argument types to vary as well. Well start by defining a variadic function named print that will print the contents of a given list of arguments on a given stream. Variadic functions are often recursive (S 6.3.2, p. 227). The first call processes the first argument in the pack and calls itself on the remaining arguments. Our pr int function will execute this wayeach call will print its second argument on the stream denoted by its first argument. To stop the recursion, well also need to define a nonvariadic print function that will take a stream and an object: function to end the recursion and print the last element / /this function must be declared before the variadic version of print is defined template<typename T> ostream &print (ostream &os, const T &t) return os << t; // no separator after the last element in the pack } / /this version of print will be called for all but the last element in the pack template <typename T, typename... Args> ostream &print (ostream &os, const T &t, const Args&... rest) os<<t<<"" //print the first argument return print (os, rest...) ; // recursive call; print the other arguments The first version of print stops the recursion and prints the last argument in the initial call to print. The second, variadic, version prints the argument bound to t and calls itself to print the remaining values in the function parameter pack. The key part is the call to print inside the variadic function: return print (os, rest...); // recursive call; print the other arguments The variadic version of our print function takes three parameters: an ost ream& a const T&, and a parameter pack. Yet this call passes only two arguments. What happens is that the first argument in rest gets bound to t. The remaining ar guments in rest form the parameter pack for the next call to print. Thus, on",Templates
Exercise 16.53,"Write your own version of the print functions and test them by print ing one, two, and five arguments, each of which should have different types..",Templates
Exercise 16.54,What happens if we call print on a type that doesnt have an << operator?,Templates
Exercise 16.55,"Explain how the variadic version of print would execute if we de clared the nonvariadic version of print after the definition of the variadic version. 16.4.2PackExpansion Aside from taking its size, the only other thing we can do with a parameter pack is to expand it. When we expand a pack, we also provide a pattern to be used on",Templates
Exercise 16.56,Write and test a variadic version of errorMsg,Templates
Exercise 16.57,"Compare your variadic version of errorMsg to the error_msg func tion in $ 6.2.6 (p. 220). What are the advantages and disadvantages of each approach? 16.4.3 Forwarding Parameter Packs Under the new standard, we can use variadic templates together with forward to write functions that pass their arguments unchanged to some other function. C+4 To illustrate such functions, well add an emp1ace back member to our StrVec class (S 13.5, p. 526). The emplace back member of the library containers is a variadic member template ($ 16.1.4, p. 673) that uses its arguments to construct an element directly in space managed by the container.. Our version of emplace back for StrVec will also have to be variadic, be- cause st ring has a number of constructors that differ in terms of their parameters..",Templates
Exercise 16.58,Write the emplace_back function for your StrVec class and for the Vec class that you wrote for the exercises in  16.1.2 (p. 668),Templates
Exercise 16.59,"Assuming s is a string,explain svec.emplace_back (s).",Templates
Exercise 16.60,"Explain how make_shared (S12.1.1, p. 451) works",Templates
